metric_category,name,year,metric_name,value,units,additional_notes,,,,,,,
Human Capital - Employee Data,Hitachi,2023,Average service (Total),18.5,Years,,,,,,,,
Human Capital - Employee Data,Hitachi,2019,Average service (Men),18.5,Years,,,,,,,,
Human Capital - Employee Data,Hitachi,2020,Average service (Men),18.8,Years,,,,,,,,
Human Capital - Employee Data,Hitachi,2021,Average service (Men),19,Years,,,,,,,,
Human Capital - Employee Data,Hitachi,2022,Average service (Men),19.2,Years,,,,,,,,
Human Capital - Employee Data,Hitachi,2023,Average service (Men),19.1,Years,,,,,,,,
Human Capital - Employee Data,Hitachi,2019,Average service (Women),15.6,Years,,,,,,,,
Human Capital - Employee Data,Hitachi,2020,Average service (Women),16,Years,,,,,,,,
Human Capital - Employee Data,Hitachi,2021,Average service (Women),16.2,Years,,,,,,,,
Human Capital - Employee Data,Hitachi,2022,Average service (Women),16.3,Years,,,,,,,,
Human Capital - Employee Data,Hitachi,2023,Average service (Women),16.4,Years,,,,,,,,
Human Capital - Employee Data,Hitachi,2019,Turnover rate (Total),1.7,%,"Figures include only voluntary resignations.""",,,,,,,
Human Capital - Employee Data,Hitachi,2020,Turnover rate (Total),1.4,%,"Figures include only voluntary resignations.""",,,,,,,
Human Capital - Employee Data,Hitachi,2021,Turnover rate (Total),1.8,%,"Figures include only voluntary resignations.""",,,,,,,
Human Capital - Employee Data,Hitachi,2022,Turnover rate (Total),2,%,"Figures include only voluntary resignations.""",,,,,,,
Human Capital - Employee Data,Hitachi,2023,Turnover rate (Total),2.1,%,"Figures include only voluntary resignations.""",,,,,,,
Human Capital - Employee Data,Hitachi,2019,Turnover rate (Men),1.5,%,"Figures include only voluntary resignations.""",,,,,,,
Human Capital - Employee Data,Hitachi,2020,Turnover rate (Men),1.3,%,"Figures include only voluntary resignations.""",,,,,,,
Human Capital - Employee Data,Hitachi,2021,Turnover rate (Men),1.7,%,"Figures include only voluntary resignations.""",,,,,,,
Human Capital - Employee Data,Hitachi,2022,Turnover rate (Men),1.8,%,"Figures include only voluntary resignations.""",,,,,,,
Human Capital - Employee Data,Hitachi,2023,Turnover rate (Men),2.1,%,"Figures include only voluntary resignations.""",,,,,,,
Human Capital - Employee Data,Hitachi,2019,Turnover rate (Women),2.8,%,"Figures include only voluntary resignations.""",,,,,,,
Human Capital - Employee Data,Hitachi,2020,Turnover rate (Women),2.1,%,"Figures include only voluntary resignations.""",,,,,,,
Human Capital - Employee Data,Hitachi,2021,Turnover rate (Women),2.3,%,"Figures include only voluntary resignations.""",,,,,,,
Human Capital - Employee Data,Hitachi,2022,Turnover rate (Women),2.8,%,"Figures include only voluntary resignations.""",,,,,,,
Human Capital - Employee Data,Hitachi,2023,Turnover rate (Women),2.6,%,"Figures include only voluntary resignations.""",,,,,,,
Human Capital - Talent Development,Hitachi Group,2019,Number of participants of management training programs (For management leaders),90,People,,,,,,,,
Human Capital - Talent Development,Hitachi Group,2020,Number of participants of management training programs (For management leaders),78,People,,,,,,,,
Human Capital - Talent Development,Hitachi Group,2021,Number of participants of management training programs (For management leaders),76,People,,,,,,,,
Human Capital - Talent Development,Hitachi Group,2022,Number of participants of management training programs (For management leaders),87,People,,,,,,,,
Human Capital - Talent Development,Hitachi Group,2023,Number of participants of management training programs (For management leaders),72,People,,,,,,,,
Human Capital - Talent Development,Hitachi Group,2019,Number of participants of management training programs (For managers),3973,People,,,,,,,,
Human Capital - Talent Development,Hitachi Group,2020,Number of participants of management training programs (For managers),3481,People,,,,,,,,
Human Capital - Talent Development,Hitachi Group,2021,Number of participants of management training programs (For managers),3900,People,,,,,,,,
Human Capital - Talent Development,Hitachi Group,2022,Number of participants of management training programs (For managers),4191,People,,,,,,,,
Human Capital - Talent Development,Hitachi Group,2023,Number of participants of management training programs (For managers),3871,People,,,,,,,,
Human Capital - Talent Development,Hitachi Group,2019,Training hours per employee,,Hours,,,,,,,,
Human Capital - Talent Development,Hitachi Group,2020,Training hours per employee,,Hours,,,,,,,,
Human Capital - Talent Development,Hitachi Group,2021,Training hours per employee,25.9,Hours,,,,,,,,
Human Capital - Talent Development,Hitachi Group,2022,Training hours per employee,27.9,Hours,,,,,,,,
Human Capital - Talent Development,Hitachi Group,2023,Training hours per employee,30.3,Hours,,,,,,,,
Human Capital - Talent Development,Hitachi Group,2019,Average amount invested in training per employee,,Yen,Scope of data was changed from the Hitachi Group companies in Japan to the Hitachi Group from fiscal 2020.,,,,,,,
Human Capital - Talent Development,Hitachi Group,2020,Average amount invested in training per employee,61700,Yen,Scope of data was changed from the Hitachi Group companies in Japan to the Hitachi Group from fiscal 2020.,,,,,,,
Human Capital - Talent Development,Hitachi Group,2021,Average amount invested in training per employee,58300,Yen,Scope of data was changed from the Hitachi Group companies in Japan to the Hitachi Group from fiscal 2020.,,,,,,,
Human Capital - Talent Development,Hitachi Group,2022,Average amount invested in training per employee,77400,Yen,Scope of data was changed from the Hitachi Group companies in Japan to the Hitachi Group from fiscal 2020.,,,,,,,
Human Capital - Talent Development,Hitachi Group,2023,Average amount invested in training per employee,86950,Yen,Scope of data was changed from the Hitachi Group companies in Japan to the Hitachi Group from fiscal 2020.,,,,,,,
Human Capital - Talent Development,Hitachi Group,2019,Average amount invested in training per employee (Hitachi Group companies in Japan),128000,Yen,,,,,,,,
Human Capital - Talent Development,Hitachi Group,2020,Average amount invested in training per employee (Hitachi Group companies in Japan),,Yen,,,,,,,,
Human Capital - Talent Development,Hitachi Group,2021,Average amount invested in training per employee (Hitachi Group companies in Japan),,Yen,,,,,,,,
Human Capital - Talent Development,Hitachi Group,2022,Average amount invested in training per employee (Hitachi Group companies in Japan),,Yen,,,,,,,,
Human Capital - Talent Development,Hitachi Group,2023,Average amount invested in training per employee (Hitachi Group companies in Japan),,Yen,,,,,,,,
Human Capital - Digital Talent,Hitachi Group,2019,Digital talent headcount Total,30000,People,,,,,,,,
Human Capital - Digital Talent,Hitachi Group,2020,Digital talent headcount Total,35000,People,,,,,,,,
Human Capital - Digital Talent,Hitachi Group,2021,Digital talent headcount Total,67000,People,,,,,,,,
Human Capital - Digital Talent,Hitachi Group,2022,Digital talent headcount Total,83000,People,,,,,,,,
Human Capital - Digital Talent,Hitachi Group,2023,Digital talent headcount Total,95000,People,,,,,,,,
Human Capital - Employee Engagement,Hitachi Group,2019,Percentage of positive responses to employee engagement questions Global average,60,%,"Questions change slightly each year. Not adjusted for changes.""",,,,,,,
Human Capital - Employee Engagement,Hitachi Group,2020,Percentage of positive responses to employee engagement questions Global average,62,%,"Questions change slightly each year. Not adjusted for changes.""",,,,,,,
Human Capital - Employee Engagement,Hitachi Group,2021,Percentage of positive responses to employee engagement questions Global average,65,%,"Questions change slightly each year. Not adjusted for changes.""",,,,,,,
Human Capital - Employee Engagement,Hitachi Group,2022,Percentage of positive responses to employee engagement questions Global average,69.5,%,"Questions change slightly each year. Not adjusted for changes.""",,,,,,,
Human Capital - Employee Engagement,Hitachi Group,2023,Percentage of positive responses to employee engagement questions Global average,68.6,%,"Questions change slightly each year. Not adjusted for changes.""",,,,,,,
Human Capital - Diversity,Hitachi Group,2019,Total number of registered employees,251016,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2020,Total number of registered employees,285857,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2021,Total number of registered employees,291028,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2022,Total number of registered employees,301320,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2023,Total number of registered employees,241504,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2019,Number of women employees,48665,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2020,Number of women employees,54719,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2021,Number of women employees,58830,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2022,Number of women employees,67224,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2023,Number of women employees,54315,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2019,Ratio of women employees,19.4,%,Affected total: 251,,"016 people""",,,,,
Human Capital - Diversity,Hitachi Group,2020,Ratio of women employees,19.1,%,Affected total: 285,,"857 people""",,,,,
Human Capital - Diversity,Hitachi Group,2021,Ratio of women employees,20.2,%,Affected total: 291,,"028 people""",,,,,
Human Capital - Diversity,Hitachi Group,2022,Ratio of women employees,22.3,%,Affected total: 301,,"320 people""",,,,,
Human Capital - Diversity,Hitachi Group,2023,Ratio of women employees,22.5,%,Affected total: 241,,"504 people""",,,,,
Human Capital - Diversity,Hitachi Group,2019,Total number of managers,48336,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2020,Total number of managers,48712,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2021,Total number of managers,48690,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2022,Total number of managers,65171,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2023,Total number of managers,61291,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2019,Number of women managers,4302,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2020,Number of women managers,4641,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2021,Number of women managers,4762,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2022,Number of women managers,8461,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2023,Number of women managers,8639,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2019,Ratio of women managers,8.9,%,Affected total: 48,,"336 people""",,,,,
Human Capital - Diversity,Hitachi Group,2020,Ratio of women managers,9.5,%,Affected total: 48,,"712 people""",,,,,
Human Capital - Diversity,Hitachi Group,2021,Ratio of women managers,9.8,%,Affected total: 48,,"690 people""",,,,,
Human Capital - Diversity,Hitachi Group,2022,Ratio of women managers,13,%,Affected total: 65,,"171 people""",,,,,
Human Capital - Diversity,Hitachi Group,2023,Ratio of women managers,14.1,%,Affected total: 61,,"291 people""",,,,,
Human Capital - Diversity,Hitachi Group,2023,Wage ratio of women to men All employees,80.1,%,"Based on registered employees.""",,,,,,,
Human Capital - Diversity,Hitachi Group,2023,Wage ratio of women to men Permanent and full-time employees,80.6,%,"Based on registered employees.""",,,,,,,
Human Capital - Diversity,Hitachi Group,2023,Wage ratio of women to men Managerial level,92.3,%,"Based on registered employees.""",,,,,,,
Human Capital - Diversity,Hitachi Group,2023,Wage ratio of women to men Non-Managerial level,86.2,%,"Based on registered employees.""",,,,,,,
Human Capital - Diversity,Hitachi Group,2023,Wage ratio of women to men Part-time or fixed-term employees,74,%,"Based on registered employees.""",,,,,,,
Human Capital - Diversity,Hitachi Group,2019,Total number of new employees hired,14997,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2020,Total number of new employees hired,17963,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2021,Total number of new employees hired,29539,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2022,Total number of new employees hired,32733,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2023,Total number of new employees hired,25696,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2019,Number of new women employees hired,3943,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2020,Number of new women employees hired,4269,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2021,Number of new women employees hired,6489,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2022,Number of new women employees hired,9593,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2023,Number of new women employees hired,7003,People,,,,,,,,
Human Capital - Diversity,Hitachi Group,2019,Ratio of new women employees hired,26.3,%,Affected total: 14997 people""",,,,,
Human Capital - Diversity,,Hitachi Group,2020,Ratio of new women employees hired,23.8,%,Affected total: 17963 people""",,,,,
Human Capital - Diversity,Hitachi Group,,2021,Ratio of new women employees hired,22,%,Affected total: 29539 people,,,,,,
Human Capital - Diversity Equity and Inclusion,Hitachi Group,2022,Ratio of new women employees hired,29.3,%,Affected total: 32733 people,,,,,
Human Capital - Diversity Equity and Inclusion,Hitachi Group,2023,Ratio of new women employees hired,27.3,%,Affected total: 25696 people,,,,,
Corporate Governance - Leadership Demographics,Hitachi Ltd.,2024,Directors Total,12,People,"As of June 2024. 10 Men, 2 Women, 7 Japanese, 5 Non-Japanese",,,,,,
Corporate Governance - Leadership Demographics,Hitachi Ltd.,2024,Executive officers Total,35,People,"As of June 2024. 33 Men, 2 Women, 27 Japanese, 8 Non-Japanese",,,,,,
Corporate Governance - Leadership Demographics,Hitachi Ltd.,2024,Executive officers and corporate officers Total,76,People,"As of June 2024. 67 Men, 9 Women, 57 Japanese, 19 Non-Japanese",,,,,,
Corporate Governance - Leadership Demographics,Hitachi Ltd.,2024,Ratios of women executive officers and corporate officers,11.8,%,"As of June 2024.""",,,,,,
Corporate Governance - Leadership Demographics,Hitachi Ltd.,2024,Ratios of non-Japanese executive officers and corporate officers,25,%,"As of June 2024.""",,,,,,
Governance - Business Ethics and Compliance,Hitachi Group,2019,Number of participants of business ethics and compliance training,,People,,,,,,,,
Governance - Business Ethics and Compliance,Hitachi Group,2020,Number of participants of business ethics and compliance training,,People,,,,,,,,
Governance - Business Ethics and Compliance,Hitachi Group,2021,Number of participants of business ethics and compliance training,341888,People,,,,,,,,
Governance - Business Ethics and Compliance,Hitachi Group,2022,Number of participants of business ethics and compliance training,331525,People,,,,,,,,
Governance - Business Ethics and Compliance,Hitachi Group,2023,Number of participants of business ethics and compliance training,293985,People,,,,,,,,
Governance - Business Ethics and Compliance,Hitachi Group,2019,Participation rate of business ethics and compliance training,,%,"Affected total: - people""",,,,,,,
Governance - Business Ethics and Compliance,Hitachi Group,2020,Participation rate of business ethics and compliance training,,%,"Affected total: - people""",,,,,,,
Governance - Business Ethics and Compliance,Hitachi Group,2021,Participation rate of business ethics and compliance training,99.1,%,Affected total: 341,"888 people""",,,,,,
Governance - Business Ethics and Compliance,Hitachi Group,2022,Participation rate of business ethics and compliance training,95.1,%,Affected total: 331,"525 people""",,,,,,
Governance - Business Ethics and Compliance,Hitachi Group,2023,Participation rate of business ethics and compliance training,79.2,%,Affected total: 293,"985 people""",,,,,,
Governance - Whistleblower System,Hitachi Group,2019,Number of compliance reports Total,459,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2020,Number of compliance reports Total,639,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2021,Number of compliance reports Total,1023,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2022,Number of compliance reports Total,1276,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2023,Number of compliance reports Total,1619,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2019,Number of compliance reports (HR issues),,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2020,Number of compliance reports (HR issues),,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2021,Number of compliance reports (HR issues),226,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2022,Number of compliance reports (HR issues),294,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2023,Number of compliance reports (HR issues),265,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2019,Number of compliance reports (Harassment),,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2020,Number of compliance reports (Harassment),,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2021,Number of compliance reports (Harassment),341,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2022,Number of compliance reports (Harassment),457,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2023,Number of compliance reports (Harassment),673,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2019,Number of compliance reports (Financial),,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2020,Number of compliance reports (Financial),,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2021,Number of compliance reports (Financial),27,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2022,Number of compliance reports (Financial),34,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2023,Number of compliance reports (Financial),69,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2019,Number of compliance reports (Procurement),,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2020,Number of compliance reports (Procurement),,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2021,Number of compliance reports (Procurement),26,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2022,Number of compliance reports (Procurement),29,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2023,Number of compliance reports (Procurement),8,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2019,Number of compliance reports (Competition law),,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2020,Number of compliance reports (Competition law),,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2021,Number of compliance reports (Competition law),3,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2022,Number of compliance reports (Competition law),2,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2023,Number of compliance reports (Competition law),6,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2019,Number of compliance reports (Bribery),,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2020,Number of compliance reports (Bribery),,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2021,Number of compliance reports (Bribery),30,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2022,Number of compliance reports (Bribery),31,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2023,Number of compliance reports (Bribery),46,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2019,Number of compliance reports (Others),,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2020,Number of compliance reports (Others),,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2021,Number of compliance reports (Others),370,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2022,Number of compliance reports (Others),429,Cases,,,,,,,,
Governance - Whistleblower System,Hitachi Group,2023,Number of compliance reports (Others),552,Cases,,,,,,,,
General,Netflix,2019,Members (as of the end of the calendar year),167,millions,,,,,,,,
General,Netflix,2020,Members (as of the end of the calendar year),204,millions,,,,,,,,
General,Netflix,2021,Members (as of the end of the calendar year),222,millions,,,,,,,,
General,Netflix,2022,Members (as of the end of the calendar year),231,millions,,,,,,,,
General,Netflix,2023,Members (as of the end of the calendar year),260,millions,,,,,,,,
General,Netflix,2024,Members (as of the end of the calendar year),302,millions,,,,,,,,
General,Netflix,2019,Employees,8600,,,,,,,,,
General,Netflix,2020,Employees,9400,,,,,,,,,
General,Netflix,2021,Employees,11300,,,,,,,,,
General,Netflix,2022,Employees,12800,,,,,,,,,
General,Netflix,2023,Employees,13000,,,,,,,,,
General,Netflix,2024,Employees,14000,,,,,,,,,
General,Netflix,2019,Revenue,20156,millions,USD,,,,,,,
General,Netflix,2020,Revenue,24996,millions,USD,,,,,,,
General,Netflix,2021,Revenue,29698,millions,USD,,,,,,,
General,Netflix,2022,Revenue,31616,millions,USD,,,,,,,
General,Netflix,2023,Revenue,33723,millions,USD,,,,,,,
General,Netflix,2024,Revenue,39001,millions,USD,,,,,,,
General,Netflix,2019,Value Added49,7716,millions,USD,,,,,,,
General,Netflix,2020,Value Added49,9720,millions,USD,,,,,,,
General,Netflix,2021,Value Added49,12365,millions,USD,,,,,,,
General,Netflix,2022,Value Added49,12447,millions,USD,,,,,,,
General,Netflix,2023,Value Added49,14008,millions,USD,,,,,,,
General,Netflix,2024,Value Added49,17963,millions,USD,,,,,,,
Environment,Netflix,2019,Purchased Grid Electricity,81136,MWh,,,,,,,,
Environment,Netflix,2020,Purchased Grid Electricity,94285,MWh,,,,,,,,
Environment,Netflix,2021,Purchased Grid Electricity,156555,MWh,,,,,,,,
Environment,Netflix,2022,Purchased Grid Electricity,156967,MWh,,,,,,,,
Environment,Netflix,2023,Purchased Grid Electricity,113754,MWh,,,,,,,,
Environment,Netflix,2024,Purchased Grid Electricity,158039,MWh,,,,,,,,
Environment,Netflix,2019,Global Renewable Electricity,100,%,,,,,,,,
Environment,Netflix,2020,Global Renewable Electricity,100,%,,,,,,,,
Environment,Netflix,2021,Global Renewable Electricity,100,%,,,,,,,,
Environment,Netflix,2022,Global Renewable Electricity,100,%,,,,,,,,
Environment,Netflix,2023,Global Renewable Electricity,100,%,,,,,,,,
Environment,Netflix,2024,Global Renewable Electricity,100,%,,,,,,,,
Environment,Netflix,2019,Scope 1 Emissions,51487,Metrics Tons CO2e,,,,,,,,
Environment,Netflix,2020,Scope 1 Emissions,30883,Metrics Tons CO2e,,,,,,,,
Environment,Netflix,2021,Scope 1 Emissions,62815,Metrics Tons CO2e,,,,,,,,
Environment,Netflix,2022,Scope 1 Emissions,59388,Metrics Tons CO2e,,,,,,,,
Environment,Netflix,2023,Scope 1 Emissions,25790,Metrics Tons CO2e,,,,,,,,
Environment,Netflix,2024,Scope 1 Emissions,50488,Metrics Tons CO2e,,,,,,,,
Environment,Netflix,2019,Scope 1 Emissions,51487,Metrics Tons CO2e,Target-Based,,,,,,,
Environment,Netflix,2020,Scope 1 Emissions,30883,Metrics Tons CO2e,Target-Based,,,,,,,
Environment,Netflix,2021,Scope 1 Emissions,62815,Metrics Tons CO2e,Target-Based,,,,,,,
Environment,Netflix,2022,Scope 1 Emissions,59388,Metrics Tons CO2e,Target-Based,,,,,,,
Environment,Netflix,2023,Scope 1 Emissions,25790,Metrics Tons CO2e,Target-Based,,,,,,,
Environment,Netflix,2024,Scope 1 Emissions,49647,Metrics Tons CO2e,Target-Based,,,,,,,
Environment,Netflix,2019,Scope 2 Emissions,565,Metrics Tons CO2e,Market-Based,,,,,,,
Environment,Netflix,2020,Scope 2 Emissions,141,Metrics Tons CO2e,Market-Based,,,,,,,
Environment,Netflix,2021,Scope 2 Emissions,0,Metrics Tons CO2e,Market-Based,,,,,,,
Environment,Netflix,2022,Scope 2 Emissions,0,Metrics Tons CO2e,Market-Based,,,,,,,
Environment,Netflix,2023,Scope 2 Emissions,0,Metrics Tons CO2e,Market-Based,,,,,,,
Environment,Netflix,2024,Scope 2 Emissions,0,Metrics Tons CO2e,Market-Based,,,,,,,
Environment,Netflix,2019,Scope 2 Emissions,26594,Metrics Tons CO2e,Location-Based,,,,,,,
Environment,Netflix,2020,Scope 2 Emissions,28585,Metrics Tons CO2e,Location-Based,,,,,,,
Environment,Netflix,2021,Scope 2 Emissions,42291,Metrics Tons CO2e,Location-Based,,,,,,,
Environment,Netflix,2022,Scope 2 Emissions,41411,Metrics Tons CO2e,Location-Based,,,,,,,
Environment,Netflix,2023,Scope 2 Emissions,30303,Metrics Tons CO2e,Location-Based,,,,,,,
Environment,Netflix,2024,Scope 2 Emissions,40684,Metrics Tons CO2e,Location-Based,,,,,,,
Environment,Netflix,2019,Scope 2 Emissions,26317,Metrics Tons CO2e,Target-Based,,,,,,,
Environment,Netflix,2020,Scope 2 Emissions,29356,Metrics Tons CO2e,Target-Based,,,,,,,
Environment,Netflix,2021,Scope 2 Emissions,31937,Metrics Tons CO2e,Target-Based,,,,,,,
Environment,Netflix,2022,Scope 2 Emissions,23622,Metrics Tons CO2e,Target-Based,,,,,,,
Environment,Netflix,2023,Scope 2 Emissions,15281,Metrics Tons CO2e,Target-Based,,,,,,,
Environment,Netflix,2024,Scope 2 Emissions,25353,Metrics Tons CO2e,Target-Based,,,,,,,
Environment,Netflix,2019,Scope 3 Emissions,1192659,Metrics Tons CO2e,Market-Based,,,,,,,
Environment,Netflix,2020,Scope 3 Emissions,1020541,Metrics Tons CO2e,Market-Based,,,,,,,
Environment,Netflix,2021,Scope 3 Emissions,1466497,Metrics Tons CO2e,Market-Based,,,,,,,
Environment,Netflix,2022,Scope 3 Emissions,1086833,Metrics Tons CO2e,Market-Based,,,,,,,
Environment,Netflix,2023,Scope 3 Emissions,817317,Metrics Tons CO2e,Market-Based,,,,,,,
Environment,Netflix,2024,Scope 3 Emissions,986738,Metrics Tons CO2e,Market-Based,,,,,,,
Environment,Netflix,2022,Category 1: Purchased Goods & Services,841060,Metrics Tons CO2e,,,,,,,,
Environment,Netflix,2023,Category 1: Purchased Goods & Services,618537,Metrics Tons CO2e,,,,,,,,
Environment,Netflix,2024,Category 1: Purchased Goods & Services,689044,Metrics Tons CO2e,,,,,,,,
Environment,Netflix,2022,Category 2: Capital Goods,64229,Metrics Tons CO2e,,,,,,,,
Environment,Netflix,2023,Category 2: Capital Goods,58048,Metrics Tons CO2e,,,,,,,,
Environment,Netflix,2024,Category 2: Capital Goods,92339,Metrics Tons CO2e,,,,,,,,
Environment,Netflix,2024,Category 3: Upstream Energy Losses,22137,Metrics Tons CO2e,,,,,,,,
Environment,Netflix,2024,Category 4: Upstream Transportation and Distribution,25718,Metrics Tons CO2e,,,,,,,,
Environment,Netflix,2024,Category 5: Waste from Operations,4864,Metrics Tons CO2e,,,,,,,,
Environment,Netflix,2022,Category 6: Business Travel,105756,Metrics Tons CO2e,,,,,,,,
Environment,Netflix,2023,Category 6: Business Travel,94259,Metrics Tons CO2e,,,,,,,,
Environment,Netflix,2024,Category 6: Business Travel,136259,Metrics Tons CO2e,,,,,,,,
Environment,Netflix,2024,Category 7: Employee Commuting and WFH,13827,Metrics Tons CO2e,,,,,,,,
Environment,Netflix,2024,Category 8: Upstream Leased Assets,85,Metrics Tons CO2e,,,,,,,,
Environment,Netflix,2024,Category 11: Use of Sold Products,2386,Metrics Tons CO2e,,,,,,,,
Environment,Netflix,2024,Category 13: Downstream Leased Assets,79,Metrics Tons CO2e,,,,,,,,
Environment,Netflix,2019,Scope 3 Emissions,1234936,Metrics Tons CO2e,Location-Based,,,,,,,
Environment,Netflix,2020,Scope 3 Emissions,1067778,Metrics Tons CO2e,Location-Based,,,,,,,
Environment,Netflix,2021,Scope 3 Emissions,1471243,Metrics Tons CO2e,Location-Based,,,,,,,
Environment,Netflix,2022,Scope 3 Emissions,1110989,Metrics Tons CO2e,Location-Based,,,,,,,
Environment,Netflix,2023,Scope 3 Emissions,840778,Metrics Tons CO2e,Location-Based,,,,,,,
Environment,Netflix,2024,Scope 3 Emissions,1037952,Metrics Tons CO2e,Location-Based,,,,,,,
Environment,Netflix,2019,Scope 3 emissions,867804,Metrics Tons CO2e,Target-Based (SBTi Boundary),,,,,,,
Environment,Netflix,2020,Scope 3 emissions,745436,Metrics Tons CO2e,Target-Based (SBTi Boundary),,,,,,,
Environment,Netflix,2021,Scope 3 emissions,1043612,Metrics Tons CO2e,Target-Based (SBTi Boundary),,,,,,,
Environment,Netflix,2022,Scope 3 emissions,805704,Metrics Tons CO2e,Target-Based (SBTi Boundary),,,,,,,
Environment,Netflix,2023,Scope 3 emissions,646848,Metrics Tons CO2e,Target-Based (SBTi Boundary),,,,,,,
Environment,Netflix,2024,Scope 3 emissions,862884,Metrics Tons CO2e,Target-Based (SBTi Boundary),,,,,,,
Environment,Netflix,2019,Scope 3 Target-Based Intensity,112,Metric Tons CO2e per $ value added,,,,,,,,
Environment,Netflix,2020,Scope 3 Target-Based Intensity,77,Metric Tons CO2e per $ value added,,,,,,,,
Environment,Netflix,2021,Scope 3 Target-Based Intensity,84,Metric Tons CO2e per $ value added,,,,,,,,
Environment,Netflix,2022,Scope 3 Target-Based Intensity,65,Metric Tons CO2e per $ value added,,,,,,,,
Environment,Netflix,2023,Scope 3 Target-Based Intensity,46,Metric Tons CO2e per $ value added,,,,,,,,
Environment,Netflix,2024,Scope 3 Target-Based Intensity,48,Metric Tons CO2e per $ value added,,,,,,,,
Environment,Netflix,2019,Total GHG Emissions,1244711,Metric Tons CO2e,Market-Based,,,,,,,
Environment,Netflix,2020,Total GHG Emissions,1051565,Metric Tons CO2e,Market-Based,,,,,,,
Environment,Netflix,2021,Total GHG Emissions,1529312,Metric Tons CO2e,Market-Based,,,,,,,
